

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
464.938  000.090  000.090: require('nvim-tree.actions.tree-modifiers.toggles')
465.118  000.173  000.173: require('nvim-tree.actions.fs.create-file')
465.209  000.087  000.087: require('nvim-tree.actions.fs.rename-file')
465.398  000.184  000.184: require('nvim-tree.actions.fs.trash')
465.496  000.094  000.094: require('nvim-tree.actions.fs.remove-file')
465.662  000.158  000.158: require('nvim-tree.actions.moves.parent')
465.776  000.083  000.083: require('nvim-tree.actions.moves.sibling')
465.865  000.085  000.085: require('nvim-tree.actions.moves.item')
465.963  000.088  000.088: require('nvim-tree.actions.finders.search-node')
466.110  000.143  000.143: require('nvim-tree.actions.node.run-command')
466.203  000.089  000.089: require('nvim-tree.actions.node.file-popup')
466.314  000.106  000.106: require('nvim-tree.actions.node.system-open')
466.427  000.107  000.107: require('nvim-tree.marks.bulk-move')
466.433  001.790  000.215: require('nvim-tree.actions.dispatch')
466.480  013.718  000.885: require('nvim-tree')
474.621  000.757  000.757: require('nvim-tree.actions')
474.899  000.252  000.252: require('nvim-tree.actions.node.open-file')
478.118  000.101  000.101: require('nvim-tree.marks.navigation')
478.132  000.287  000.185: require('nvim-tree.api')
478.195  000.654  000.367: require('nvim-tree.keymap')
479.499  138.420  102.658: sourcing /home/tfkhdyt/.config/lvim/plugin/packer_compiled.lua
480.346  000.208  000.208: sourcing /usr/share/nvim/runtime/plugin/man.lua
480.398  007.264: loading rtp plugins
482.154  000.474  000.474: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
486.287  003.439  003.439: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/bullets.vim/plugin/bullets.vim
487.602  000.246  000.246: require('indent_blankline.commands')
487.832  000.829  000.583: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/indent-blankline.nvim/plugin/indent_blankline.vim
488.998  000.605  000.605: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/leap.nvim/plugin/init.lua
490.114  000.261  000.261: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/lir.nvim/plugin/lir.vim
490.957  000.220  000.220: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nlsp-settings.nvim/plugin/nlspsetting.vim
491.880  000.141  000.141: require('cmp.utils.highlight')
492.667  001.142  001.001: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
493.512  000.255  000.255: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-colorizer.lua/plugin/colorizer.vim
494.238  000.307  000.307: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-dap/plugin/dap.lua
494.753  000.208  000.208: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-lspconfig/plugin/lspconfig.lua
496.667  001.478  001.478: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
497.614  000.403  000.403: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-ts-autotag/plugin/nvim-ts-autotag.vim
498.178  000.129  000.129: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
498.558  000.093  000.093: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
500.309  000.626  000.626: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
501.315  000.425  000.425: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/vim-carbon-now-sh/plugin/vim-carbon-now-sh.vim
502.805  000.079  000.079: require('illuminate.util')
503.168  000.353  000.353: require('illuminate.reference')
503.190  000.560  000.128: require('illuminate.highlight')
503.210  000.888  000.328: require('illuminate.engine')
503.978  002.336  001.447: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/vim-illuminate/plugin/illuminate.vim
507.699  002.858  002.858: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/vim-wakatime/plugin/wakatime.vim
508.134  011.650: loading packages
509.589  000.088  000.088: require('cmp_buffer.timer')
509.601  000.232  000.144: require('cmp_buffer.buffer')
509.607  000.373  000.140: require('cmp_buffer.source')
509.612  000.580  000.207: require('cmp_buffer')
509.748  000.868  000.288: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
510.110  000.186  000.186: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
510.575  000.239  000.239: require('cmp_path')
510.609  000.366  000.128: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
510.922  000.126  000.126: require('cmp_luasnip')
511.103  000.351  000.226: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
511.133  001.228: loading after plugins
511.159  000.026: inits 3
521.424  010.265: reading ShaDa
522.334  000.283  000.283: require('packer.load')
524.366  000.079  000.079: sourcing /home/tfkhdyt/.local/share/lunarvim/site/pack/packer/opt/which-key.nvim/plugin/which-key.vim
525.930  000.101  000.101: require('which-key.util')
525.949  000.224  000.123: require('which-key.tree')
526.103  000.150  000.150: require('which-key.config')
526.118  000.596  000.223: require('which-key.keys')
526.124  001.198  000.602: require('which-key')
528.193  000.121  000.121: require('toggleterm.lazy')
528.283  000.073  000.073: require('toggleterm.constants')
528.570  000.281  000.281: require('toggleterm.terminal')
528.601  001.158  000.684: require('toggleterm')
528.819  000.102  000.102: require('toggleterm.colors')
528.913  000.090  000.090: require('toggleterm.utils')
528.933  000.326  000.135: require('toggleterm.config')
529.947  000.451  000.451: require('toggleterm.commandline')
531.640  000.130  000.130: require('bufferline.lazy')
531.791  000.092  000.092: require('bufferline.constants')
531.947  000.152  000.152: require('bufferline.commands')
531.963  001.199  000.824: require('bufferline')
532.422  000.453  000.453: require('bufferline.utils')
532.749  000.313  000.313: require('bufferline.config')
533.959  000.312  000.312: require('bufferline.groups')
534.192  000.152  000.152: require('bufferline.colors')
534.646  000.221  000.221: require('bufferline.highlights')
537.512  000.554  000.554: require('bufferline.hover')
537.930  000.222  000.222: require('bufferline.ui')
540.570  000.387  000.387: require('lir.float.curdir_window')
540.592  000.651  000.264: require('lir.float')
542.163  013.167: opening buffers
547.540  000.280  000.280: require('bufferline.state')
547.567  005.125: BufEnter autocommands
547.574  000.006: editing files in windows
567.471  000.250  000.250: require('nvim-treesitter.highlight')
568.591  000.206  000.206: require('nvim-treesitter.indent')
568.954  000.189  000.189: require('nvim-treesitter.locals')
568.961  000.320  000.130: require('illuminate.providers.treesitter')
572.064  000.194  000.194: require('which-key.plugins')
572.182  000.100  000.100: require('which-key.plugins.spelling')
572.355  000.166  000.166: require('which-key.mappings')
573.539  000.703  000.703: require('which-key.plugins.presets')
573.850  000.292  000.292: require('which-key.plugins.presets.misc')
573.960  000.101  000.101: require('which-key.colors')
601.515  051.609: VimEnter autocommands
601.531  000.017: UIEnter autocommands
604.510  000.595  000.595: sourcing /usr/share/nvim/runtime/autoload/provider/clipboard.vim
604.537  002.410: before starting main loop
610.127  005.591: first screen update
610.142  000.015: --- NVIM STARTED ---
